Cluster Index,flow_ID,Cluster,Device Name,Flow Key
856,udp_856,684,Cubetoou_camera_selfdata,"(('101.43.178.162', 28800), ('192.168.1.128', 44757), 17, -4592574362398366363)"
857,udp_857,226,Cubetoou_camera_selfdata,"(('192.144.205.250', 51702), ('192.168.1.128', 44757), 17, -4592574362398366363)"
858,udp_858,705,Cubetoou_camera_selfdata,"(('10.88.202.100', 55488), ('192.168.1.128', 44757), 17, -4592574362398366363)"
859,udp_859,544,Cubetoou_camera_selfdata,"(('101.43.178.162', 28800), ('192.168.1.128', 42417), 17, -4592574362398366363)"
860,udp_860,909,Cubetoou_camera_selfdata,"(('192.168.1.128', 44757), ('221.238.245.26', 54842), 17, -4592574362398366363)"
861,udp_861,554,Cubetoou_camera_selfdata,"(('192.168.1.128', 44757), ('58.49.237.166', 53355), 17, -4592574362398366363)"
862,udp_862,554,Cubetoou_camera_selfdata,"(('192.168.1.128', 44757), ('58.49.237.167', 8355), 17, -4592574362398366363)"
863,udp_863,641,Cubetoou_camera_selfdata,"(('116.207.99.5', 18005), ('192.168.1.128', 44757), 17, -4592574362398366363)"
864,udp_864,554,Cubetoou_camera_selfdata,"(('192.168.1.128', 44757), ('61.184.202.5', 28105), 17, -4592574362398366363)"
865,udp_865,1015,Cubetoou_camera_selfdata,"(('192.168.1.128', 44757), ('221.238.245.26', 41185), 17, -4592574362398366363)"
866,udp_866,406,Cubetoou_camera_selfdata,"(('192.168.1.128', 44757), ('58.49.237.166', 18185), 17, -4592574362398366363)"
867,udp_867,619,Cubetoou_camera_selfdata,"(('192.168.1.128', 44757), ('58.49.237.167', 28105), 17, -4592574362398366363)"
868,udp_868,651,Cubetoou_camera_selfdata,"(('192.168.1.128', 44757), ('221.234.43.157', 38185), 17, -4592574362398366363)"
869,udp_869,1032,Cubetoou_camera_selfdata,"(('116.207.99.5', 53255), ('192.168.1.128', 44757), 17, -4592574362398366363)"
870,udp_870,856,D-LinkCam_IoT-Sentinel,"(('10.10.10.37', 5353), ('224.0.0.251', 5353), 17, 3304909850449669952)"
871,udp_871,887,D-LinkCam_IoT-Sentinel,"(('10.10.10.37', 1900), ('239.255.255.250', 1900), 17, 3304909850449669952)"
872,udp_872,223,D-LinkCam_IoT-Sentinel,"(('10.10.10.37', 44542), ('54.86.11.193', 123), 17, 3304909850449669952)"
873,udp_873,993,D-LinkCam_IoT-Sentinel,"(('10.10.10.37', 62976), ('255.255.255.255', 62976), 17, 3304909850449669952)"
874,udp_874,310,D-LinkCam_IoT-Sentinel,"(('10.10.10.37', 40818), ('239.255.255.250', 1900), 17, 3304909850449669952)"
875,udp_875,436,D-LinkCam_IoT-Sentinel,"(('10.10.10.37', 59605), ('239.255.255.250', 1900), 17, 3304909850449669952)"
876,udp_876,301,D-LinkCam_IoT-Sentinel,"(('10.10.10.37', 37449), ('54.186.215.173', 123), 17, 3304909850449669952)"
877,udp_877,310,D-LinkCam_IoT-Sentinel,"(('10.10.10.37', 52183), ('239.255.255.250', 1900), 17, 3304909850449669952)"
878,udp_878,157,D-LinkCam_IoT-Sentinel,"(('10.10.10.37', 44235), ('239.255.255.250', 1900), 17, 3304909850449669952)"
879,udp_879,436,D-LinkCam_IoT-Sentinel,"(('10.10.10.37', 53029), ('239.255.255.250', 1900), 17, 3304909850449669952)"
880,udp_880,436,D-LinkCam_IoT-Sentinel,"(('10.10.10.37', 53594), ('239.255.255.250', 1900), 17, 3304909850449669952)"
881,udp_881,223,D-LinkCam_IoT-Sentinel,"(('10.10.10.37', 34521), ('52.1.151.223', 123), 17, 3304909850449669952)"
882,udp_882,301,D-LinkCam_IoT-Sentinel,"(('10.10.10.37', 39004), ('52.37.127.48', 123), 17, 3304909850449669952)"
883,udp_883,804,D-LinkDayCam_IoT-Sentinel,"(('10.10.10.58', 5353), ('224.0.0.251', 5353), 17, 3077214220661970770)"
884,udp_884,292,D-LinkDayCam_IoT-Sentinel,"(('10.10.10.58', 3084), ('239.255.255.250', 1900), 17, 3077214220661970770)"
885,udp_885,467,D-LinkDayCam_IoT-Sentinel,"(('10.10.10.58', 62976), ('255.255.255.255', 12345), 17, 3077214220661970770)"
886,udp_886,467,D-LinkDayCam_IoT-Sentinel,"(('10.10.10.58', 2267), ('239.255.255.250', 1900), 17, 3077214220661970770)"
887,udp_887,691,D-LinkDayCam_IoT-Sentinel,"(('10.10.10.58', 62976), ('255.255.255.255', 62976), 17, 3077214220661970770)"
888,udp_888,314,D-LinkDayCam_IoT-Sentinel,"(('10.10.10.58', 3081), ('239.255.255.250', 1900), 17, 3077214220661970770)"
889,udp_889,292,D-LinkDayCam_IoT-Sentinel,"(('10.10.10.58', 3082), ('239.255.255.250', 1900), 17, 3077214220661970770)"
890,udp_890,292,D-LinkDayCam_IoT-Sentinel,"(('10.10.10.58', 3085), ('239.255.255.250', 1900), 17, 3077214220661970770)"
891,udp_891,314,D-LinkDCS-5009LCamera_YT,"(('192.168.0.28', 2056), ('239.255.255.250', 1900), 17, -1122386874719124667)"
892,udp_892,915,D-LinkDoorSensor_IoT-Sentinel,"(('10.10.10.87', 5353), ('224.0.0.251', 5353), 17, -8537125401551059089)"
893,udp_893,1055,D-LinkDoorSensor_IoT-Sentinel,"(('10.10.10.87', 42825), ('239.255.255.250', 1900), 17, -8537125401551059089)"
894,udp_894,301,D-LinkHomeHub_IoT-Sentinel,"(('10.10.10.87', 57585), ('54.186.215.173', 123), 17, 6985281458928077655)"
895,udp_895,593,D-LinkHomeHub_IoT-Sentinel,"(('10.10.10.87', 5353), ('224.0.0.251', 5353), 17, 6985281458928077655)"
896,udp_896,929,D-LinkHomeHub_IoT-Sentinel,"(('10.10.10.87', 55957), ('239.255.255.250', 1900), 17, 6985281458928077655)"
897,udp_897,223,D-LinkHomeHub_IoT-Sentinel,"(('10.10.10.87', 53464), ('54.86.11.193', 123), 17, 6985281458928077655)"
898,udp_898,301,D-LinkHomeHub_IoT-Sentinel,"(('10.10.10.87', 43646), ('52.37.127.48', 123), 17, 6985281458928077655)"
899,udp_899,928,D-LinkHomeHub_IoT-Sentinel,"(('10.10.10.87', 48335), ('239.255.255.250', 1900), 17, 6985281458928077655)"
900,udp_900,223,D-LinkHomeHub_IoT-Sentinel,"(('10.10.10.87', 60960), ('52.1.151.223', 123), 17, 6985281458928077655)"
901,udp_901,729,D-LinkSensor_IoT-Sentinel,"(('10.10.10.72', 5353), ('224.0.0.251', 5353), 17, -6509688112576276015)"
902,udp_902,301,D-LinkSensor_IoT-Sentinel,"(('10.10.10.72', 57203), ('54.186.215.173', 123), 17, -6509688112576276015)"
903,udp_903,223,D-LinkSensor_IoT-Sentinel,"(('10.10.10.72', 38998), ('54.86.11.193', 123), 17, -6509688112576276015)"
904,udp_904,301,D-LinkSensor_IoT-Sentinel,"(('10.10.10.72', 54471), ('52.37.127.48', 123), 17, -6509688112576276015)"
905,udp_905,223,D-LinkSensor_IoT-Sentinel,"(('10.10.10.72', 55732), ('52.1.151.223', 123), 17, -6509688112576276015)"
906,udp_906,75,D-LinkSiren_IoT-Sentinel,"(('10.10.10.39', 5353), ('224.0.0.251', 5353), 17, -8788372625801625251)"
907,udp_907,223,D-LinkSiren_IoT-Sentinel,"(('10.10.10.39', 48115), ('54.86.11.193', 123), 17, -8788372625801625251)"
908,udp_908,301,D-LinkSiren_IoT-Sentinel,"(('10.10.10.39', 60411), ('54.186.215.173', 123), 17, -8788372625801625251)"
909,udp_909,301,D-LinkSiren_IoT-Sentinel,"(('10.10.10.39', 48987), ('52.37.127.48', 123), 17, -8788372625801625251)"
910,udp_910,223,D-LinkSiren_IoT-Sentinel,"(('10.10.10.39', 56691), ('52.1.151.223', 123), 17, -8788372625801625251)"
911,udp_911,845,D-LinkSwitch_IoT-Sentinel,"(('10.10.10.176', 5353), ('224.0.0.251', 5353), 17, 8758857867551338926)"
912,udp_912,301,D-LinkSwitch_IoT-Sentinel,"(('10.10.10.176', 51222), ('54.186.215.173', 123), 17, 8758857867551338926)"
913,udp_913,223,D-LinkSwitch_IoT-Sentinel,"(('10.10.10.176', 41953), ('54.86.11.193', 123), 17, 8758857867551338926)"
914,udp_914,301,D-LinkSwitch_IoT-Sentinel,"(('10.10.10.176', 49037), ('52.37.127.48', 123), 17, 8758857867551338926)"
915,udp_915,223,D-LinkSwitch_IoT-Sentinel,"(('10.10.10.176', 41160), ('52.1.151.223', 123), 17, 8758857867551338926)"
916,udp_916,75,D-LinkWaterSensor_IoT-Sentinel,"(('10.10.10.11', 5353), ('224.0.0.251', 5353), 17, 5549696301199601207)"
917,udp_917,301,D-LinkWaterSensor_IoT-Sentinel,"(('10.10.10.11', 33121), ('54.186.215.173', 123), 17, 5549696301199601207)"
918,udp_918,223,D-LinkWaterSensor_IoT-Sentinel,"(('10.10.10.11', 35862), ('54.86.11.193', 123), 17, 5549696301199601207)"
919,udp_919,223,D-LinkWaterSensor_IoT-Sentinel,"(('10.10.10.11', 36488), ('52.1.151.223', 123), 17, 5549696301199601207)"
920,udp_920,301,D-LinkWaterSensor_IoT-Sentinel,"(('10.10.10.11', 38626), ('52.37.127.48', 123), 17, 5549696301199601207)"
921,udp_921,223,D-LinkWaterSensor_IoT-Sentinel,"(('10.10.10.11', 44241), ('52.37.127.48', 123), 17, 5549696301199601207)"
922,udp_922,421,Dalen_light_selfdata,"(('192.168.1.187', 58780), ('255.255.255.255', 58780), 17, -1453754041716455618)"
923,udp_923,142,Dalen_light_selfdata,"(('192.168.1.187', 5683), ('238.238.238.238', 5685), 17, -1453754041716455618)"
924,udp_924,226,Dlink-mov_IoTLS,"(('192.168.10.101', 46487), ('52.1.151.223', 123), 17, -1375632091328860162)"
925,udp_925,220,Dlink-mov_IoTLS,"(('192.168.10.101', 5353), ('224.0.0.251', 5353), 17, -1375632091328860162)"
926,udp_926,226,Dlink-mov_Mon,"(('192.168.10.240', 49900), ('52.1.151.223', 123), 17, 3512636250703543528)"
927,udp_927,220,Dlink-mov_Mon,"(('192.168.10.240', 5353), ('224.0.0.251', 5353), 17, 3512636250703543528)"
928,udp_928,223,Dlink-mov_Mon,"(('192.168.10.240', 40117), ('52.37.127.48', 123), 17, 3512636250703543528)"
929,udp_929,415,Dryer_IoTLS,"(('192.168.10.109', 50048), ('66.228.59.187', 123), 17, 1792058806021020232)"
930,udp_930,41,Dryer_IoTLS,"(('192.168.10.109', 40093), ('66.228.59.187', 123), 17, 1792058806021020232)"
931,udp_931,226,Dryer_IoTLS,"(('192.168.10.109', 45348), ('34.239.12.200', 123), 17, 1792058806021020232)"
932,udp_932,226,Dryer_IoTLS,"(('192.168.10.109', 47621), ('3.214.58.173', 123), 17, 1792058806021020232)"
933,udp_933,878,Dryer_IoTLS,"(('192.168.10.109', 5353), ('224.0.0.251', 5353), 17, 1792058806021020232)"
934,udp_934,222,Dryer_Mon,"(('192.168.10.116', 60113), ('239.255.255.250', 1900), 17, 7429417585619429606)"
935,udp_935,222,Dryer_Mon,"(('192.168.10.116', 41801), ('239.255.255.250', 1900), 17, 7429417585619429606)"
936,udp_936,516,Dryer_Mon,"(('192.168.10.116', 59904), ('239.255.255.250', 1900), 17, 7429417585619429606)"
937,udp_937,222,Dryer_Mon,"(('192.168.10.116', 35710), ('239.255.255.250', 1900), 17, 7429417585619429606)"
938,udp_938,301,Dryer_Mon,"(('192.168.10.116', 123), ('211.233.40.78', 123), 17, 7429417585619429606)"
939,udp_939,301,Dryer_Mon,"(('192.168.10.116', 123), ('211.233.84.186', 123), 17, 7429417585619429606)"
940,udp_940,301,Dryer_Mon,"(('192.168.10.116', 123), ('203.217.204.135', 123), 17, 7429417585619429606)"
941,udp_941,301,Dryer_Mon,"(('192.168.10.116', 123), ('54.180.134.81', 123), 17, 7429417585619429606)"
942,udp_942,222,Dryer_Mon,"(('192.168.10.116', 44655), ('239.255.255.250', 1900), 17, 7429417585619429606)"
943,udp_943,976,Echodot3a_IoTLS,"(('192.168.12.112', 5353), ('224.0.0.251', 5353), 17, -5363391261508147273)"
944,udp_944,226,Echodot3a_IoTLS,"(('192.168.12.112', 39300), ('34.239.12.200', 123), 17, -5363391261508147273)"
945,udp_945,757,Echodot3a_IoTLS,"(('192.168.12.112', 50001), ('239.255.255.250', 1900), 17, -5363391261508147273)"
946,udp_946,223,Echodot_Mon,"(('185.117.82.71', 123), ('192.168.20.112', 46418), 17, -4889731562638283093)"
947,udp_947,223,Echodot_Mon,"(('192.168.20.112', 39650), ('3.81.202.210', 123), 17, -4889731562638283093)"
948,udp_948,73,Echodot_Mon,"(('192.168.20.112', 5353), ('224.0.0.251', 5353), 17, -4889731562638283093)"
949,udp_949,200,Echodot_Mon,"(('129.215.160.240', 123), ('192.168.20.112', 38665), 17, -4889731562638283093)"
950,udp_950,223,Echodot_Mon,"(('192.168.20.112', 50882), ('54.205.129.27', 123), 17, -4889731562638283093)"
951,udp_951,486,Echodot_Mon,"(('192.168.20.112', 53866), ('85.199.214.99', 123), 17, -4889731562638283093)"
952,udp_952,254,Echodot_Mon,"(('192.168.10.104', 5353), ('224.0.0.251', 5353), 17, -4100397926830781752)"
953,udp_953,226,Echodot_Mon,"(('192.168.10.104', 44964), ('3.88.203.170', 123), 17, -4100397926830781752)"
954,udp_954,226,Echodot_Mon,"(('192.168.10.104', 45593), ('54.227.93.14', 123), 17, -4100397926830781752)"
955,udp_955,226,Echodot_Mon,"(('192.168.10.104', 49650), ('3.87.76.4', 123), 17, -4100397926830781752)"
956,udp_956,226,Echodot_Mon,"(('184.73.147.99', 123), ('192.168.10.104', 50978), 17, -4100397926830781752)"
957,udp_957,226,Echodot_Mon,"(('192.168.10.104', 57924), ('54.221.169.1', 123), 17, -4100397926830781752)"
958,udp_958,223,Echodot_Mon,"(('173.255.206.154', 123), ('192.168.10.104', 34885), 17, -4100397926830781752)"
959,udp_959,223,Echodot_Mon,"(('192.168.10.104', 38334), ('64.147.157.8', 123), 17, -4100397926830781752)"
960,udp_960,223,Echodot_Mon,"(('104.131.139.195', 123), ('192.168.10.104', 33181), 17, -4100397926830781752)"
961,udp_961,411,Echoplus_Mon,"(('192.168.20.106', 5353), ('224.0.0.251', 5353), 17, -4905546072382168971)"
962,udp_962,223,Echoplus_Mon,"(('192.168.20.106', 50631), ('54.86.245.141', 123), 17, -4905546072382168971)"
963,udp_963,223,Echoplus_Mon,"(('192.168.20.106', 36394), ('3.88.203.170', 123), 17, -4905546072382168971)"
964,udp_964,223,Echoplus_Mon,"(('192.168.20.106', 48278), ('54.221.169.1', 123), 17, -4905546072382168971)"
965,udp_965,223,Echoplus_Mon,"(('192.168.20.106', 35979), ('3.81.202.210', 123), 17, -4905546072382168971)"
966,udp_966,223,Echoplus_Mon,"(('192.168.20.106', 47412), ('3.87.76.4', 123), 17, -4905546072382168971)"
967,udp_967,223,Echoplus_Mon,"(('192.168.20.106', 45172), ('54.205.129.27', 123), 17, -4905546072382168971)"
968,udp_968,223,Echoplus_Mon,"(('184.73.147.99', 123), ('192.168.20.106', 50556), 17, -4905546072382168971)"
969,udp_969,415,Echoplus_Mon,"(('192.168.20.106', 34088), ('3.88.203.170', 123), 17, -4905546072382168971)"
970,udp_970,459,Echoplus_Mon,"(('192.168.20.106', 49026), ('51.255.103.187', 123), 17, -4905546072382168971)"
971,udp_971,223,Echoplus_Mon,"(('192.168.20.106', 47670), ('54.227.93.14', 123), 17, -4905546072382168971)"
972,udp_972,312,Echoplus_Mon,"(('109.74.206.120', 123), ('192.168.20.106', 44305), 17, -4905546072382168971)"
973,udp_973,223,Echoplus_Mon,"(('185.117.82.71', 123), ('192.168.20.106', 33646), 17, -4905546072382168971)"
974,udp_974,200,Echoplus_Mon,"(('192.168.20.106', 47478), ('87.242.168.84', 123), 17, -4905546072382168971)"
975,udp_975,486,Echoplus_Mon,"(('192.168.20.106', 39233), ('85.199.214.99', 123), 17, -4905546072382168971)"
976,udp_976,465,Echoplus_Mon,"(('192.168.10.201', 5353), ('224.0.0.251', 5353), 17, 5025757629330377284)"
977,udp_977,226,Echoplus_Mon,"(('184.73.147.99', 123), ('192.168.10.201', 42122), 17, 5025757629330377284)"
978,udp_978,226,Echoplus_Mon,"(('192.168.10.201', 41054), ('54.227.93.14', 123), 17, 5025757629330377284)"
979,udp_979,226,Echoplus_Mon,"(('192.168.10.201', 41724), ('54.221.169.1', 123), 17, 5025757629330377284)"
980,udp_980,226,Echoplus_Mon,"(('192.168.10.201', 32904), ('54.86.245.141', 123), 17, 5025757629330377284)"
981,udp_981,226,Echoplus_Mon,"(('192.168.10.201', 40472), ('3.81.202.210', 123), 17, 5025757629330377284)"
982,udp_982,226,Echoplus_Mon,"(('192.168.10.201', 39570), ('3.88.203.170', 123), 17, 5025757629330377284)"
983,udp_983,226,Echoplus_Mon,"(('192.168.10.201', 49855), ('54.205.129.27', 123), 17, 5025757629330377284)"
984,udp_984,459,Echoplus_Mon,"(('184.73.147.99', 123), ('192.168.10.201', 48500), 17, 5025757629330377284)"
985,udp_985,226,Echoplus_Mon,"(('192.168.10.201', 47966), ('3.87.76.4', 123), 17, 5025757629330377284)"
986,udp_986,200,Echoplus_Mon,"(('12.167.151.2', 123), ('192.168.10.201', 39530), 17, 5025757629330377284)"
987,udp_987,223,Echoplus_Mon,"(('192.168.10.201', 60959), ('204.11.201.12', 123), 17, 5025757629330377284)"
988,udp_988,41,Echoplus_Mon,"(('192.168.10.201', 48747), ('199.223.248.101', 123), 17, 5025757629330377284)"
989,udp_989,411,Echospot_Mon,"(('192.168.20.130', 5353), ('224.0.0.251', 5353), 17, 5683422745072033453)"
990,udp_990,1039,Echospot_Mon,"(('192.168.20.130', 54811), ('52.49.14.5', 57198), 17, 5683422745072033453)"
991,udp_991,223,Echospot_Mon,"(('192.168.20.130', 32882), ('3.81.202.210', 123), 17, 5683422745072033453)"
992,udp_992,223,Echospot_Mon,"(('192.168.20.130', 33137), ('3.81.202.210', 123), 17, 5683422745072033453)"
993,udp_993,661,Echospot_Mon,"(('18.202.231.49', 34461), ('192.168.20.130', 38941), 17, 5683422745072033453)"
994,udp_994,223,Echospot_Mon,"(('192.168.20.130', 39209), ('3.87.76.4', 123), 17, 5683422745072033453)"
995,udp_995,223,Echospot_Mon,"(('192.168.20.130', 34170), ('54.205.129.27', 123), 17, 5683422745072033453)"
996,udp_996,223,Echospot_Mon,"(('192.168.20.130', 45110), ('54.221.169.1', 123), 17, 5683422745072033453)"
997,udp_997,223,Echospot_Mon,"(('192.168.20.130', 58685), ('54.86.245.141', 123), 17, 5683422745072033453)"
998,udp_998,223,Echospot_Mon,"(('184.73.147.99', 123), ('192.168.20.130', 39604), 17, 5683422745072033453)"
999,udp_999,223,Echospot_Mon,"(('192.168.20.130', 37592), ('3.88.203.170', 123), 17, 5683422745072033453)"
1000,udp_1000,223,Echospot_Mon,"(('192.168.20.130', 38430), ('54.227.93.14', 123), 17, 5683422745072033453)"
1001,udp_1001,512,Echospot_Mon,"(('192.168.20.130', 54754), ('54.221.169.1', 123), 17, 5683422745072033453)"
1002,udp_1002,200,Echospot_Mon,"(('129.215.160.240', 123), ('192.168.20.130', 39342), 17, 5683422745072033453)"
1003,udp_1003,312,Echospot_Mon,"(('138.68.183.179', 123), ('192.168.20.130', 39219), 17, 5683422745072033453)"
1004,udp_1004,465,Echospot_Mon,"(('192.168.10.147', 5353), ('224.0.0.251', 5353), 17, -3220645206661605409)"
1005,udp_1005,226,Echospot_Mon,"(('184.73.147.99', 123), ('192.168.10.147', 55590), 17, -3220645206661605409)"
1006,udp_1006,226,Echospot_Mon,"(('192.168.10.147', 59725), ('3.88.203.170', 123), 17, -3220645206661605409)"
1007,udp_1007,226,Echospot_Mon,"(('192.168.10.147', 38549), ('54.205.129.27', 123), 17, -3220645206661605409)"
1008,udp_1008,200,Echospot_Mon,"(('192.168.10.147', 51122), ('54.86.245.141', 123), 17, -3220645206661605409)"
1009,udp_1009,226,Echospot_Mon,"(('192.168.10.147', 53003), ('54.221.169.1', 123), 17, -3220645206661605409)"
1010,udp_1010,301,Echospot_Mon,"(('192.168.10.147', 37242), ('71.114.67.173', 123), 17, -3220645206661605409)"
1011,udp_1011,226,Echospot_Mon,"(('192.168.10.147', 43414), ('3.87.76.4', 123), 17, -3220645206661605409)"
1012,udp_1012,226,Echospot_Mon,"(('192.168.10.147', 57283), ('54.227.93.14', 123), 17, -3220645206661605409)"
1013,udp_1013,226,Echospot_Mon,"(('192.168.10.147', 56197), ('3.81.202.210', 123), 17, -3220645206661605409)"
1014,udp_1014,223,Echospot_Mon,"(('192.168.10.147', 60244), ('208.115.126.70', 123), 17, -3220645206661605409)"
1015,udp_1015,223,Echospot_Mon,"(('192.168.10.147', 58294), ('50.205.244.23', 123), 17, -3220645206661605409)"
1016,udp_1016,223,Echospot_Mon,"(('192.168.10.147', 43152), ('216.229.0.49', 123), 17, -3220645206661605409)"
1017,udp_1017,842,EdimaxCam1_IoT-Sentinel,"(('10.10.10.51', 5353), ('224.0.0.251', 5353), 17, -3556572653675409765)"
1018,udp_1018,733,EdimaxCam1_IoT-Sentinel,"(('10.10.10.51', 1900), ('239.255.255.250', 1900), 17, -3556572653675409765)"
1019,udp_1019,310,EdimaxCam1_IoT-Sentinel,"(('10.10.10.51', 44580), ('239.255.255.250', 1900), 17, -3556572653675409765)"
1020,udp_1020,84,EdimaxCam1_IoT-Sentinel,"(('10.10.10.51', 51140), ('255.255.255.255', 51140), 17, -3556572653675409765)"
1021,udp_1021,84,EdimaxCam1_IoT-Sentinel,"(('10.10.10.51', 2336), ('255.255.255.255', 2336), 17, -3556572653675409765)"
1022,udp_1022,310,EdimaxCam1_IoT-Sentinel,"(('10.10.10.51', 53423), ('239.255.255.250', 1900), 17, -3556572653675409765)"
1023,udp_1023,310,EdimaxCam1_IoT-Sentinel,"(('10.10.10.51', 35170), ('239.255.255.250', 1900), 17, -3556572653675409765)"
1024,udp_1024,302,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 3072), ('5.100.133.221', 123), 17, -4764789084486843723)"
1025,udp_1025,572,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 58294), ('255.255.255.255', 58294), 17, -4764789084486843723)"
1026,udp_1026,185,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 58294), ('122.248.252.67', 8765), 17, -4764789084486843723)"
1027,udp_1027,525,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 52608), ('122.248.252.67', 8765), 17, -4764789084486843723)"
1028,udp_1028,84,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 28893), ('255.255.255.255', 28893), 17, -4764789084486843723)"
1029,udp_1029,743,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 28893), ('122.248.252.67', 8765), 17, -4764789084486843723)"
1030,udp_1030,459,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 3072), ('5.9.56.53', 123), 17, -4764789084486843723)"
1031,udp_1031,226,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 3072), ('138.201.116.243', 123), 17, -4764789084486843723)"
1032,udp_1032,572,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 35681), ('255.255.255.255', 35681), 17, -4764789084486843723)"
1033,udp_1033,185,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 35681), ('122.248.252.67', 8765), 17, -4764789084486843723)"
1034,udp_1034,279,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 3072), ('85.220.190.246', 123), 17, -4764789084486843723)"
1035,udp_1035,572,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 21918), ('255.255.255.255', 21918), 17, -4764789084486843723)"
1036,udp_1036,185,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 21918), ('122.248.252.67', 8765), 17, -4764789084486843723)"
1037,udp_1037,572,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 60625), ('255.255.255.255', 60625), 17, -4764789084486843723)"
1038,udp_1038,525,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 60625), ('122.248.252.67', 8765), 17, -4764789084486843723)"
1039,udp_1039,200,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 3072), ('82.219.4.31', 123), 17, -4764789084486843723)"
1040,udp_1040,200,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 3072), ('78.108.102.237', 123), 17, -4764789084486843723)"
1041,udp_1041,84,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 1270), ('255.255.255.255', 1270), 17, -4764789084486843723)"
1042,udp_1042,765,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 1270), ('122.248.252.67', 8765), 17, -4764789084486843723)"
1043,udp_1043,301,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 3072), ('74.123.31.4', 123), 17, -4764789084486843723)"
1044,udp_1044,141,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 3072), ('91.237.88.67', 123), 17, -4764789084486843723)"
1045,udp_1045,279,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 3072), ('84.200.44.174', 123), 17, -4764789084486843723)"
1046,udp_1046,486,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 3072), ('217.79.181.50', 123), 17, -4764789084486843723)"
1047,udp_1047,141,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 3072), ('178.63.135.195', 123), 17, -4764789084486843723)"
1048,udp_1048,84,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 37040), ('255.255.255.255', 37040), 17, -4764789084486843723)"
1049,udp_1049,785,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 37040), ('122.248.252.67', 8765), 17, -4764789084486843723)"
1050,udp_1050,415,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 3072), ('87.124.126.49', 123), 17, -4764789084486843723)"
1051,udp_1051,738,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 23660), ('122.248.252.67', 8765), 17, -4764789084486843723)"
1052,udp_1052,84,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 5336), ('255.255.255.255', 5336), 17, -4764789084486843723)"
1053,udp_1053,685,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 5336), ('122.248.252.67', 8765), 17, -4764789084486843723)"
1054,udp_1054,84,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 53506), ('255.255.255.255', 53506), 17, -4764789084486843723)"
1055,udp_1055,459,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 3072), ('213.95.200.109', 123), 17, -4764789084486843723)"
1056,udp_1056,301,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 3072), ('211.233.84.186', 123), 17, -4764789084486843723)"
1057,udp_1057,200,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 3072), ('131.234.137.23', 123), 17, -4764789084486843723)"
1058,udp_1058,223,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 3072), ('159.203.31.244', 123), 17, -4764789084486843723)"
1059,udp_1059,200,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 3072), ('188.227.227.31', 123), 17, -4764789084486843723)"
1060,udp_1060,459,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 3072), ('5.9.122.148', 123), 17, -4764789084486843723)"
1061,udp_1061,141,EdimaxPlug1101W_IoT-Sentinel,"(('10.10.10.186', 3072), ('178.62.250.107', 123), 17, -4764789084486843723)"
1062,udp_1062,69,EdnetCam1_IoT-Sentinel,"(('10.10.10.186', 3072), ('192.168.1.13', 69), 17, -4215935961984259974)"
